pair_id,condition,branch_turn,turn,iv1,belief_category,target_llm,is_control,sim_belief,sim_char
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,noref,1,1,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.352683,0.25933
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,noref,1,2,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.244537,0.429767
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,noref,1,3,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.158042,0.40001
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,noref,1,4,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.199385,0.395667
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,noref,1,5,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.225453,0.434044
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,noref,1,6,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.202928,0.450015
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,noref,1,7,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.112267,0.415125
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,noref,1,8,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.128626,0.414649
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,original,1,1,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.353797,0.267118
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,original,1,2,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.163163,0.403424
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,original,1,3,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.297498,0.37782
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,original,1,4,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.168132,0.443351
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,original,1,5,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.23959,0.412377
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,original,1,6,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.234078,0.353232
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,original,1,7,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.226759,0.34413
cell-iv1-emotional__iv2-none__belief-fake_news-0004__model-gemini-3-flash,original,1,8,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.26475,0.379769
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,noref,1,1,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.500548,0.119407
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,noref,1,2,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.14267,0.433074
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,noref,1,3,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.124844,0.433339
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,noref,1,4,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.320459,0.396288
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,noref,1,5,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.269383,0.391829
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,noref,1,6,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.044928,0.463011
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,noref,1,7,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.051892,0.380802
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,noref,1,8,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.203501,0.379081
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,original,1,1,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.568962,0.129027
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,original,1,2,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.121649,0.443145
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,original,1,3,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.145597,0.476947
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,original,1,4,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.098095,0.511102
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,original,1,5,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.103413,0.489179
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,original,1,6,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.159015,0.499361
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,original,1,7,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.091236,0.494657
cell-iv1-emotional__iv2-none__belief-fake_news-0009__model-claude-sonnet-4.6,original,1,8,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.055998,0.477864
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,noref,7,1,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.788534,0.161552
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,noref,7,2,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.482988,0.334262
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,noref,7,3,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.30583,0.40487
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,noref,7,4,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.293329,0.407224
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,noref,7,5,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.336622,0.360685
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,noref,7,6,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.35661,0.34748
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,noref,7,7,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.077604,0.344665
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,noref,7,8,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.320083,0.384644
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,original,7,1,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.788534,0.161552
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,original,7,2,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.482988,0.334262
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,original,7,3,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.30583,0.40487
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,original,7,4,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.293329,0.407224
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,original,7,5,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.336622,0.360685
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,original,7,6,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.35661,0.34748
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,original,7,7,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.39564,0.401637
cell-iv1-emotional__iv2-none__belief-fake_news-0012__model-deepseek-v3.2,original,7,8,emotional,fake_news,openrouter/deepseek/deepseek-v3.2,False,0.289075,0.398886
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,noref,1,1,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.59924,0.215487
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,noref,1,2,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.451584,0.34876
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,noref,1,3,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.416866,0.385979
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,noref,1,4,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.357102,0.432049
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,noref,1,5,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.386893,0.445263
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,noref,1,6,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.416528,0.479173
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,noref,1,7,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.369154,0.353404
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,noref,1,8,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.401017,0.308078
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,original,1,1,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.557102,0.254929
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,original,1,2,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.343391,0.430494
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,original,1,3,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.288562,0.493037
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,original,1,4,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.446946,0.428325
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,original,1,5,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.393209,0.458011
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,original,1,6,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.470391,0.422801
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,original,1,7,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.502729,0.401304
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-claude-sonnet-4.6,original,1,8,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.423286,0.37021
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,noref,8,1,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.577203,0.230735
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,noref,8,2,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.50686,0.384161
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,noref,8,3,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.419683,0.436408
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,noref,8,4,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.307177,0.453008
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,noref,8,5,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.271218,0.409716
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,noref,8,6,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.300374,0.353293
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,noref,8,7,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.298958,0.3159
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,noref,8,8,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.282976,0.362003
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,original,8,1,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.577203,0.230735
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,original,8,2,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.50686,0.384161
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,original,8,3,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.419683,0.436408
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,original,8,4,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.307177,0.453008
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,original,8,5,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.271218,0.409716
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,original,8,6,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.300374,0.353293
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,original,8,7,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.298958,0.3159
cell-iv1-emotional__iv2-none__belief-fake_news-0014__model-gpt-5.3-chat,original,8,8,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.494477,0.33219
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,noref,6,1,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.569837,0.152234
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,noref,6,2,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.168057,0.42536
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,noref,6,3,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.1129,0.481966
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,noref,6,4,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.048392,0.489264
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,noref,6,5,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.042305,0.45376
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,noref,6,6,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.033342,0.452178
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,noref,6,7,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.034106,0.466528
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,noref,6,8,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.027254,0.441079
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,original,6,1,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.569837,0.152234
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,original,6,2,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.168057,0.42536
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,original,6,3,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.1129,0.481966
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,original,6,4,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.048392,0.489264
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,original,6,5,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.042305,0.45376
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,original,6,6,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.189601,0.491455
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,original,6,7,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.349131,0.47691
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-claude-sonnet-4.6,original,6,8,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.372995,0.432189
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,noref,8,1,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.541333,0.168311
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,noref,8,2,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.170635,0.436894
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,noref,8,3,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.088371,0.461995
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,noref,8,4,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.033521,0.47153
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,noref,8,5,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.024461,0.47827
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,noref,8,6,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.058828,0.513079
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,noref,8,7,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.016864,0.467212
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,noref,8,8,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.009665,0.462339
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,original,8,1,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.541333,0.168311
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,original,8,2,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.170635,0.436894
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,original,8,3,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.088371,0.461995
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,original,8,4,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.033521,0.47153
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,original,8,5,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.024461,0.47827
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,original,8,6,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.058828,0.513079
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,original,8,7,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.016864,0.467212
cell-iv1-emotional__iv2-none__belief-fake_news-0016__model-gpt-5.3-chat,original,8,8,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.441322,0.379009
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,noref,1,1,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.653624,0.174828
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,noref,1,2,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.515914,0.319246
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,noref,1,3,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.309726,0.450559
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,noref,1,4,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.31488,0.403424
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,noref,1,5,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.307134,0.396989
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,noref,1,6,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.299453,0.418514
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,noref,1,7,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.305934,0.388527
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,noref,1,8,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.269231,0.335763
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,original,1,1,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.633705,0.257057
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,original,1,2,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.453663,0.347489
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,original,1,3,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.217292,0.388207
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,original,1,4,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.269636,0.41582
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,original,1,5,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.314499,0.376389
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,original,1,6,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.25045,0.380907
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,original,1,7,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.100538,0.349543
cell-iv1-emotional__iv2-none__belief-fake_news-0017__model-gemini-3-flash,original,1,8,emotional,fake_news,openrouter/google/gemini-3-flash-preview,False,0.344021,0.384315
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,noref,1,1,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.659278,0.159083
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,noref,1,2,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.267618,0.415341
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,noref,1,3,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.414053,0.444315
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,noref,1,4,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.396848,0.469184
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,noref,1,5,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.421086,0.432514
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,noref,1,6,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.160166,0.44193
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,noref,1,7,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.376488,0.439044
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,noref,1,8,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.403382,0.370215
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,original,1,1,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.613386,0.20225
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,original,1,2,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.3926,0.369052
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,original,1,3,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.468163,0.404683
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,original,1,4,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.370645,0.446602
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,original,1,5,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.298716,0.436546
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,original,1,6,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.2985,0.471189
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,original,1,7,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.175817,0.455656
cell-iv1-emotional__iv2-none__belief-fake_news-0019__model-claude-sonnet-4.6,original,1,8,emotional,fake_news,openrouter/anthropic/claude-sonnet-4.6,False,0.362316,0.403695
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,noref,1,1,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.751413,0.148152
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,noref,1,2,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.566536,0.26812
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,noref,1,3,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.400773,0.352779
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,noref,1,4,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.477771,0.347269
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,noref,1,5,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.322406,0.390037
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,noref,1,6,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.303643,0.422325
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,noref,1,7,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.320754,0.42124
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,noref,1,8,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.284593,0.341106
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,original,1,1,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.701501,0.172247
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,original,1,2,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.461631,0.336725
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,original,1,3,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.294425,0.390652
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,original,1,4,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.361965,0.392184
cell-iv1-emotional__iv2-none__belief-fake_news-0022__model-gpt-5.3-chat,original,1,5,emotional,fake_news,openrouter/openai/gpt-5.3-chat,False,0.345513,0.377129
